    0.485352     0.485352     2.115301
    0.485352     0.487305     2.115754
    0.485352     0.489258     2.116142
    0.485352     0.491211     2.116465
    0.485352     0.493164     2.116723
    0.485352     0.495117     2.116917
    0.485352     0.497070     2.117047
    0.485352     0.499023     2.117111
    0.485352     0.500977     2.117111
    0.485352     0.502930     2.117047
    0.485352     0.504883     2.116917
    0.485352     0.506836     2.116723
    0.485352     0.508789     2.116465
    0.485352     0.510742     2.116142
    0.485352     0.512695     2.115754
    0.485352     0.514648     2.115301
    0.487305     0.485352     2.115754
    0.487305     0.487305     2.116206
    0.487305     0.489258     2.116594
    0.487305     0.491211     2.116917
    0.487305     0.493164     2.117176
    0.487305     0.495117     2.117370
    0.487305     0.497070     2.117499
    0.487305     0.499023     2.117564
    0.487305     0.500977     2.117564
    0.487305     0.502930     2.117499
    0.487305     0.504883     2.117370
    0.487305     0.506836     2.117176
    0.487305     0.508789     2.116917
    0.487305     0.510742     2.116594
    0.487305     0.512695     2.116206
    0.487305     0.514648     2.115754
    0.489258     0.485352     2.116142
    0.489258     0.487305     2.116594
    0.489258     0.489258     2.116982
    0.489258     0.491211     2.117305
    0.489258     0.493164     2.117564
    0.489258     0.495117     2.117758
    0.489258     0.497070     2.117887
    0.489258     0.499023     2.117952
    0.489258     0.500977     2.117952
    0.489258     0.502930     2.117887
    0.489258     0.504883     2.117758
    0.489258     0.506836     2.117564
    0.489258     0.508789     2.117305
    0.489258     0.510742     2.116982
    0.489258     0.512695     2.116594
    0.489258     0.514648     2.116142
    0.491211     0.485352     2.116465
    0.491211     0.487305     2.116917
    0.491211     0.489258     2.117305
    0.491211     0.491211     2.117629
    0.491211     0.493164     2.117887
    0.491211     0.495117     2.118081
    0.491211     0.497070     2.118210
    0.491211     0.499023     2.118275
    0.491211     0.500977     2.118275
    0.491211     0.502930     2.118210
    0.491211     0.504883     2.118081
    0.491211     0.506836     2.117887
    0.491211     0.508789     2.117629
    0.491211     0.510742     2.117305
    0.491211     0.512695     2.116917
    0.491211     0.514648     2.116465
    0.493164     0.485352     2.116723
    0.493164     0.487305     2.117176
    0.493164     0.489258     2.117564
    0.493164     0.491211     2.117887
    0.493164     0.493164     2.118146
    0.493164     0.495117     2.118340
    0.493164     0.497070     2.118469
    0.493164     0.499023     2.118534
    0.493164     0.500977     2.118534
    0.493164     0.502930     2.118469
    0.493164     0.504883     2.118340
    0.493164     0.506836     2.118146
    0.493164     0.508789     2.117887
    0.493164     0.510742     2.117564
    0.493164     0.512695     2.117176
    0.493164     0.514648     2.116723
    0.495117     0.485352     2.116917
    0.495117     0.487305     2.117370
    0.495117     0.489258     2.117758
    0.495117     0.491211     2.118081
    0.495117     0.493164     2.118340
    0.495117     0.495117     2.118534
    0.495117     0.497070     2.118663
    0.495117     0.499023     2.118728
    0.495117     0.500977     2.118728
    0.495117     0.502930     2.118663
    0.495117     0.504883     2.118534
    0.495117     0.506836     2.118340
    0.495117     0.508789     2.118081
    0.495117     0.510742     2.117758
    0.495117     0.512695     2.117370
    0.495117     0.514648     2.116917
    0.497070     0.485352     2.117047
    0.497070     0.487305     2.117499
    0.497070     0.489258     2.117887
    0.497070     0.491211     2.118210
    0.497070     0.493164     2.118469
    0.497070     0.495117     2.118663
    0.497070     0.497070     2.118792
    0.497070     0.499023     2.118857
    0.497070     0.500977     2.118857
    0.497070     0.502930     2.118792
    0.497070     0.504883     2.118663
    0.497070     0.506836     2.118469
    0.497070     0.508789     2.118210
    0.497070     0.510742     2.117887
    0.497070     0.512695     2.117499
    0.497070     0.514648     2.117047
    0.499023     0.485352     2.117111
    0.499023     0.487305     2.117564
    0.499023     0.489258     2.117952
    0.499023     0.491211     2.118275
    0.499023     0.493164     2.118534
    0.499023     0.495117     2.118728
    0.499023     0.497070     2.118857
    0.499023     0.499023     2.118922
    0.499023     0.500977     2.118922
    0.499023     0.502930     2.118857
    0.499023     0.504883     2.118728
    0.499023     0.506836     2.118534
    0.499023     0.508789     2.118275
    0.499023     0.510742     2.117952
    0.499023     0.512695     2.117564
    0.499023     0.514648     2.117111
    0.500977     0.485352     2.117111
    0.500977     0.487305     2.117564
    0.500977     0.489258     2.117952
    0.500977     0.491211     2.118275
    0.500977     0.493164     2.118534
    0.500977     0.495117     2.118728
    0.500977     0.497070     2.118857
    0.500977     0.499023     2.118922
    0.500977     0.500977     2.118922
    0.500977     0.502930     2.118857
    0.500977     0.504883     2.118728
    0.500977     0.506836     2.118534
    0.500977     0.508789     2.118275
    0.500977     0.510742     2.117952
    0.500977     0.512695     2.117564
    0.500977     0.514648     2.117111
    0.502930     0.485352     2.117047
    0.502930     0.487305     2.117499
    0.502930     0.489258     2.117887
    0.502930     0.491211     2.118210
    0.502930     0.493164     2.118469
